
Chapter layer 1,Chapter Layer 2,Chapter Layer 3,Chapter Layer 4,SIGNAGE,PRODUCT,SIZE 3.0,MATERIAL,LANGUAGE,XL,,UNIT PRICE,XLARGE STORE,,
,,,,Modules  Bra Bar ,Bra Size Chart,179 x 148 mm,"0,8 pp black",Dual languages,3,," €  1,75 "," €  5,25 ",,
,,,,Modules Bra Bar,High Impact - Built in bra - Silo strip ,610x 54 mm ,"0,6 mm magnetic foil",Dual languages,3,," €  2,30 "," €  6,90 ",Incorrect AW. 2nd batch. Start production,
,,,,Modules Bra Bar,Medium Impact - Body hugging fit - Silo strip ,610x 54 mm ,"0,6 mm magnetic foil",Dual languages,3,," €  2,30 "," €  6,90 ",Incorrect AW. 2nd batch. Start production,
,,,,Modules Bra Bar,Light Impact - Layer construction - Silo strip ,610x 54 mm ,"0,6 mm magnetic foil",Dual languages,3,," €  2,30 "," €  6,90 ",Incorrect AW. 2nd batch. Start production,
,,,,Modules Bra Bar,Service Strip Bra Fitting - BLADE BAR,610x 54 mm ,"0,6 mm magnetic foil",Dual languages,2,," €  2,30 "," €  4,60 ",,
,,,,Modules Bra Bar,Blank strip Bra Fitting  -  BLADE BAR,610x 54 mm ,"0,6 mm magnetic foil ",Dual languages,6,," €  2,30 "," €  13,80 ",,
,,,,Bra Fitting Service_Fitting Room,Fitting Room Poster A4,210x297mm,Forex,Dual langauge,5,," €  4,80 "," €  24,00 ",1 per fitting room + 2 extra,
,,,,Bra Fitting Service_Fitting Room,Measuring tape (CM or INCH),1500x20mm,Satin,CM + Inches,6,," €  4,60 "," €  27,60 ",NOTE:  CM OR INCH,
,,,,,,,,,,,, €  -   ,,
,,,,Short Module holder,"Nike 5"" Distance short",179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
,,,,Short Module holder,"Nike 7"" Distance short",179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
,,,,Short Module holder,"Nike 9"" Distance short",179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
,,,,Short Module holder,Nike Modern Tempo Shorts,179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
,,,,Short Module holder,Tempo Boy Short,179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
BRAND ELEMENTS,Brand Station,,,Short Module holder,Rival Short,179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
,,,,Short Module holder,Nike 2-in-1 Pursuit short,179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",,
,,,,Short Module holder,Nike Strike Pant,179 x 148 mm,"0,8 PP Black",Dual languages,2,," €  1,75 "," €  3,50 ",ONLY FOR FOOTBALL STORES,
,,,,,,,Total,,6,,, €  -   ,,
,,,,Modules Nike Pro ,Nike Pro - Hyperwarm,1210x54 mm,"0,3 mm magnetic foil - 2Parts",Dual languages,1,," €  6,40 "," €  6,40 ",,
,,,,Modules Nike Pro ,Nike Pro - Core,1210x54 mm,"0,3 mm magnetic foil - 2Parts",Dual languages,1,," €  6,40 "," €  6,40 ",,
,,,,Modules Nike Pro ,Nike Pro - Hypercool,1210x54 mm,"0,3 mm magnetic foil - 2Parts",Dual languages,1,," €  6,40 "," €  6,40 ",,
,,,,,,,,,2,,, €  -   ,,
,,,,Young Athletes ,3D element Boys,1215 x 2600 mm,PMMA white sheet metal,Local language,1,,"248,75"," €  248,75 ",,
,,,,Young Athletes,3D element Girls,1215 x 2600 mm,PMMA white sheet metal,Local language,1,,"248,75"," €  248,75 ",,
,,,,,,,,,,,, €  -   ,,
,,,,Operational Signage,Use other register,152 x 164 mm (Front Size: 152x103 mm),"3 mm Forex, bent edges",Local language,8,," €  4,73 "," €  37,84 ",,
,,,,Operational Signage,Emergency exit only,355x127 mm,"3 mm Forex, bent edges",Local language,2,," €  7,05 "," €  14,10 ",,
,,,,Operational Signage,Employees only,355x127 mm,"3 mm Forex, bent edges",Local language,2,," €  7,05 "," €  14,10 ",,
,,,,,,,Total,,4,,, €  -   ,,
,,,,Signage / Storage Box,,550x1824x500,Metal,NA,1,,#ERROR!,#ERROR!,,
,,,,Toolkit box,,,,,1,," €  70,00 "," €  70,00 ",,
,,,,,,,,,2,,,,,
,,,,,,,,,,, TOTAL ,#ERROR!,Second Batch: ," €  303,50 "
